2;Με sms και delivery 24ωρου εν μέσω καραντίνας έφτανε η κοκαϊνή σε Εκάλη και Κηφισιά;Parallaxi Mag;https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vcGFyYWxsYXhpbWFnLmdyL2VwaWthaXJvdGl0YS9tZS1zbXMta2FpLWRlbGl2ZXJ5LTI0b3JvdS1lbi1tZXNvLWthcmFudGluYXMtZWZ0YW5lLWtva2Fpbmktc2UtZWthbGkta2FpLWtpZmlzaWHSAQA?oc=5
2;«Οικογενειακή επιχείρηση» πουλούσε κοκαΐνη με... delivery σε βίλες σε Εκάλη, Βούλα και Κολωνάκι - Δείτε φωτογραφίες;Πρώτο Θέμα;https://news.google.com/__i/rss/rd/articles/CBMijQFodHRwczovL3d3dy5wcm90b3RoZW1hLmdyL2dyZWVjZS9hcnRpY2xlLzEwNzU1OTYvb2lrb2dlbmVpYWtpLWVwaWhlaXJpc2ktcG91bG91c2Uta29rYWluaS1tZS1kZWxpdmVyeS1zZS12aWxlcy10aXMtYXR0aWtpcy1kZWl0ZS1mb3RvZ3JhZmllcy_SAZEBaHR0cHM6Ly93d3cucHJvdG90aGVtYS5nci9ncmVlY2UvYXJ0aWNsZS8xMDc1NTk2L29pa29nZW5laWFraS1lcGloZWlyaXNpLXBvdWxvdXNlLWtva2FpbmktbWUtZGVsaXZlcnktc2UtdmlsZXMtdGlzLWF0dGlraXMtZGVpdGUtZm90b2dyYWZpZXMvQU1QLw?oc=5
2;Κύκλωμα κοκαΐνης: Τραγουδιστές, αθλητές και άλλοι «επώνυμοι» στη λίστα για delivery;NewsIT;https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3Lm5ld3NpdC5nci9lZ2tsaG1hL2t5a2xvbWEta29rYWluaXMtdHJhZ291ZGlzdGVzLWF0aGxpdGVzLWthaS1hbGxvaS1lcG9ueW1vaS1zdGktbGlzdGEtZ2lhLWRlbGl2ZXJ5LzMxODM2Nzkv0gF7aHR0cHM6Ly93d3cubmV3c2l0LmdyL2Vna2xobWEva3lrbG9tYS1rb2thaW5pcy10cmFnb3VkaXN0ZXMtYXRobGl0ZXMta2FpLWFsbG9pLWVwb255bW9pLXN0aS1saXN0YS1naWEtZGVsaXZlcnkvMzE4MzY3OS9hbXAv?oc=5
3;Έρχεται lockdown σε τρεις δήμους της Δυτικής Αττικής – Ανακοινώσεις εντός της ημέρας;CNN GREECE;https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LmNubi5nci9lbGxhZGEvc3RvcnkvMjQ3MTc3L2VyeGV0YWktbG9ja2Rvd24tc2UtdHJlaXMtZGltb3lzLXRpcy1keXRpa2lzLWF0dGlraXMtYW5ha29pbm9zZWlzLWVudG9zLXRpcy1pbWVyYXPSAXlodHRwczovL2FtcC5jbm4uZ3IvZWxsYWRhL3N0b3J5LzI0NzE3Ny9lcnhldGFpLWxvY2tkb3duLXNlLXRyZWlzLWRpbW95cy10aXMtZHl0aWtpcy1hdHRpa2lzLWFuYWtvaW5vc2Vpcy1lbnRvcy10aXMtaW1lcmFz?oc=5
3;«Κλείδωσε»: Έρχεται lockdown σε τρεις δήμους της Δυτικής Αττικής - Το απόγευμα οι ανακοινώσεις;Newsbomb;https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy5uZXdzYm9tYi5nci9lbGxhZGEvc3RvcnkvMTE0ODA5My9rbGVpZG9zZS1lcnhldGFpLWxvY2tkb3duLXNlLXRyZWlzLWRpbW95cy10aXMtZHl0aWtpcy1hdHRpa2lzLXRvLWFwb2dleW1hLW9pLWFuYWtvaW5vc2Vpc9IBhgFodHRwczovL2FtcC5uZXdzYm9tYi5nci9lbGxhZGEvc3RvcnkvMTE0ODA5My9rbGVpZG9zZS1lcnhldGFpLWxvY2tkb3duLXNlLXRyZWlzLWRpbW95cy10aXMtZHl0aWtpcy1hdHRpa2lzLXRvLWFwb2dleW1hLW9pLWFuYWtvaW5vc2Vpcw?oc=5
3;Έρχεται lockdown σε τρεις δήμους της Δυτικής Αττικής – Το απόγευμα οι ανακοινώσεις;Newsbomb.gr;https://news.google.com/__i/rss/rd/articles/CBMifWh0dHBzOi8vd3d3Lm5ld3Nib21iLmdyL2VsbGFkYS9zdG9yeS8xMTQ4MDkzL2VyeGV0YWktbG9ja2Rvd24tc2UtdHJlaXMtZGltb3lzLXRpcy1keXRpa2lzLWF0dGlraXMtdG8tYXBvZ2V5bWEtb2ktYW5ha29pbm9zZWlz0gF9aHR0cHM6Ly9hbXAubmV3c2JvbWIuZ3IvZWxsYWRhL3N0b3J5LzExNDgwOTMvZXJ4ZXRhaS1sb2NrZG93bi1zZS10cmVpcy1kaW1veXMtdGlzLWR5dGlraXMtYXR0aWtpcy10by1hcG9nZXltYS1vaS1hbmFrb2lub3NlaXM?oc=5
4;Θετικός στον κορωνοϊό ο Εμανουέλ Μακρόν | Η ΚΑΘΗΜΕΡΙΝΗ;Η Καθημερινή;https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmthdGhpbWVyaW5pLmdyL3dvcmxkLzU2MTE5ODYzNy90aGV0aWtvcy1zdG9uLWtvcm9ub2lvLW8tZW1hbm95ZWwtbWFrcm9uL9IBAA?oc=5
4;Ο Μακρόν διαγνώσθηκε θετικός στο κορονοϊό – Εμφανίζει ήπια συμπτώματα | 17/12/2020 | ΕΡΤ;ΕΡΤ Α.Ε.;https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9VERKTVR2dzdTX1nSAQA?oc=5
4;Ο Μακρόν θετικός στον κορωνοϊό;Πρώτο Θέμα;https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LnByb3RvdGhlbWEuZ3Ivd29ybGQvYXJ0aWNsZS8xMDc1ODc3L2FsZXJ0LW8tbWFrcm9uLXRoZXRpa29zLXN0b24ta29yb25vaW8v0gFaaHR0cHM6Ly93d3cucHJvdG90aGVtYS5nci93b3JsZC9hcnRpY2xlLzEwNzU4NzcvYWxlcnQtby1tYWtyb24tdGhldGlrb3Mtc3Rvbi1rb3Jvbm9pby9BTVAv?oc=5
4;Θετικός στον κορονοϊό ο Εμανουέλ Μακρόν;NewsIT;https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3Lm5ld3NpdC5nci9rb3Ntb3MvdGhldGlrb3Mtc3Rvbi1rb3Jvbm9pby1vLWVtYW5vdWVsLW1ha3Jvbi8zMTgzNTY1L9IBUmh0dHBzOi8vd3d3Lm5ld3NpdC5nci9rb3Ntb3MvdGhldGlrb3Mtc3Rvbi1rb3Jvbm9pby1vLWVtYW5vdWVsLW1ha3Jvbi8zMTgzNTY1L2FtcC8?oc=5
4;Θετικός στον κορωνοϊό ο Μακρόν- Η ανακοίνωση του Ελιζέ;LiFO mobile;https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LmxpZm8uZ3Ivbm93L3dvcmxkLzMwNjczNC90aGV0aWtvcy1zdG9uLWtvcm9ub2lvLW8tbWFrcm9uLWktYW5ha29pbm9zaS10b3ktZWxpemXSAV1odHRwczovL20ubGlmby5nci9ub3cvd29ybGQvMzA2NzM0L3RoZXRpa29zLXN0b24ta29yb25vaW8tby1tYWtyb24taS1hbmFrb2lub3NpLXRveS1lbGl6ZT9hbXA?oc=5
5;Λάρισα: Θρίλερ σε φλεγόμενο διαμέρισμα με δραματικό απεγκλωβισμό ενοίκου από το μπαλκόνι;NewsIT;https://news.google.com/__i/rss/rd/articles/CBMiiAFodHRwczovL3d3dy5uZXdzaXQuZ3IvdG9waWtlcy1laWRoc2Vpcy9sYXJpc2EtdGhyaWxlci1zZS1mbGVnb21lbm8tZGlhbWVyaXNtYS1tZS1kcmFtYXRpa28tYXBlZ2tsb3Zpc21vLWVub2lrb3UtYXBvLXRvLW1wYWxrb25pLzMxODM1MjUv0gGMAWh0dHBzOi8vd3d3Lm5ld3NpdC5nci90b3Bpa2VzLWVpZGhzZWlzL2xhcmlzYS10aHJpbGVyLXNlLWZsZWdvbWVuby1kaWFtZXJpc21hLW1lLWRyYW1hdGlrby1hcGVna2xvdmlzbW8tZW5vaWtvdS1hcG8tdG8tbXBhbGtvbmkvMzE4MzUyNS9hbXAv?oc=5
5;Λάρισα: Πυροσβέστες διάσωσαν 54χρονο από φωτιά που ξέσπασε σε διαμέρισμα;CNN GREECE;https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmNubi5nci9lbGxhZGEvc3RvcnkvMjQ3MjAzL2xhcmlzYS1weXJvc3Zlc3Rlcy1kaWFzb3Nhbi01NHhyb25vLWFwby1mb3RpYS1wb3kteGVzcGFzZS1zZS1kaWFtZXJpc21h0gFuaHR0cHM6Ly9hbXAuY25uLmdyL2VsbGFkYS9zdG9yeS8yNDcyMDMvbGFyaXNhLXB5cm9zdmVzdGVzLWRpYXNvc2FuLTU0eHJvbm8tYXBvLWZvdGlhLXBveS14ZXNwYXNlLXNlLWRpYW1lcmlzbWE?oc=5
5;Θρίλερ σε φλεγόμενο διαμέρισμα στη Λάρισα: Απεγκλώβισαν 55χρονο από την βεράντα;Newsbeast.gr;https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3Lm5ld3NiZWFzdC5nci9ncmVlY2UvYXJ0aHJvLzY5MjQ4ODYvdGhyaWxlci1zZS1mbGVnb21lbm8tZGlhbWVyaXNtYS1zdGktbGFyaXNhLWFwZWdrbG92aXNhbi01NWNocm9uby1hcG8tdGluLXZlcmFudGHSAYMBaHR0cHM6Ly93d3cubmV3c2JlYXN0LmdyL2dyZWVjZS9hcnRocm8vNjkyNDg4Ni90aHJpbGVyLXNlLWZsZWdvbWVuby1kaWFtZXJpc21hLXN0aS1sYXJpc2EtYXBlZ2tsb3Zpc2FuLTU1Y2hyb25vLWFwby10aW4tdmVyYW50YT9hbXA?oc=5
5;Λάρισα: Φωτιά σε διαμέρισμα 5ου ορόφου - Οι πυροσβέστες απομάκρυναν άτομο από την βεράντα;Larissanet.gr;https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vd3d3Lmxhcmlzc2FuZXQuZ3IvMjAyMC8xMi8xNy9sYXJpc2EtZm90aWEtc2UtZGlhbWVyaXNtYS01b3Utb3JvZm91LWktcHlyb3N2ZXN0aWtpLWFwb21ha3J5bmUtYXRvbW8tYXBvLXRpbi12ZXJhbnRhMS_SAQA?oc=5
5;Λάρισα: Φωτιά σε διαμέρισμα - Δραματική επιχείρηση απεγκλωβισμού;Newsbomb.gr;https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3Lm5ld3Nib21iLmdyL2VsbGFkYS9zdG9yeS8xMTQ4MDkwL2xhcmlzYS1mb3RpYS1zZS1kaWFtZXJpc21hLWRyYW1hdGlraS1lcGl4ZWlyaXNpLWFwZWdrbG92aXNtb3nSAWpodHRwczovL2FtcC5uZXdzYm9tYi5nci9lbGxhZGEvc3RvcnkvMTE0ODA5MC9sYXJpc2EtZm90aWEtc2UtZGlhbWVyaXNtYS1kcmFtYXRpa2ktZXBpeGVpcmlzaS1hcGVna2xvdmlzbW95?oc=5
6;Rafale : Εντός του 2021 θα προσγειωθούν στην Ελλάδα τα πρώτα 6 αεροσκάφη – Στη βουλή οι λεπτομέρειες για;in.gr;https://news.google.com/__i/rss/rd/articles/CBMirQFodHRwczovL3d3dy5pbi5nci8yMDIwLzEyLzE3L3BvbGl0aWNzL2RpcGxvbWF0aWEvcmFmYWxlLWVudG9zLXRvdS0yMDIxLXRoYS1wcm9zZ2Vpb3Rob3VuLXN0aW4tZWxsYWRhLXRhLXByb3RhLTYtYWVyb3NrYWZpLXN0aS12b3VsaS1vaS1sZXB0b21lcmVpZXMtZ2lhLXRpcy1kaWFwcmFnbWF0ZXlzZWlzL9IBsQFodHRwczovL3d3dy5pbi5nci8yMDIwLzEyLzE3L3BvbGl0aWNzL2RpcGxvbWF0aWEvcmFmYWxlLWVudG9zLXRvdS0yMDIxLXRoYS1wcm9zZ2Vpb3Rob3VuLXN0aW4tZWxsYWRhLXRhLXByb3RhLTYtYWVyb3NrYWZpLXN0aS12b3VsaS1vaS1sZXB0b21lcmVpZXMtZ2lhLXRpcy1kaWFwcmFnbWF0ZXlzZWlzL2FtcC8?oc=5
6;Πότε θα πάρουμε τα 18 Rafale - Tο χρονοδιάγραμμα παράδοσής τους - Στα €2,32 δισ. το κόστος;Πρώτο Θέμα;https://news.google.com/__i/rss/rd/articles/CBMihgFodHRwczovL3d3dy5wcm90b3RoZW1hLmdyL2dyZWVjZS9hcnRpY2xlLzEwNzU2MzgvcG90ZS10aGEtcGFyb3VtZS10YS0xOC1yYWZhbGUtdG8taHJvbm9kaWFncmFtbWEtcGFyYWRvc2lzLXRvdXMtc3RhLTIzMi1kaXMtdG8ta29zdG9zL9IBigFodHRwczovL3d3dy5wcm90b3RoZW1hLmdyL2dyZWVjZS9hcnRpY2xlLzEwNzU2MzgvcG90ZS10aGEtcGFyb3VtZS10YS0xOC1yYWZhbGUtdG8taHJvbm9kaWFncmFtbWEtcGFyYWRvc2lzLXRvdXMtc3RhLTIzMi1kaXMtdG8ta29zdG9zL0FNUC8?oc=5
6;Πότε θα έρθουν στην Ελλάδα τα 18 Rafale -Πώς έκλεισε η συμφωνία με τη Γαλλία, πόσο θα στοιχίσουν;iefimerida;https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmllZmltZXJpZGEuZ3IvcG9saXRpa2kvcG90ZS10aGEtZXJ0aG95bi1zdGluLWVsbGFkYS10YS0xOC1yYWZhbGXSAVBodHRwczovL3d3dy5pZWZpbWVyaWRhLmdyL3BvbGl0aWtpL3BvdGUtdGhhLWVydGhveW4tc3Rpbi1lbGxhZGEtdGEtMTgtcmFmYWxlP2FtcA?oc=5
6;Το χρονοδιάγραμμα παραλαβής των Rafale | Η ΚΑΘΗΜΕΡΙΝΗ;Η Καθημερινή;https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LmthdGhpbWVyaW5pLmdyL3BvbGl0aWNzLzU2MTE5NzkwNS90by1jaHJvbm9kaWFncmFtbWEtcGFyYWxhdmlzLXRvbi1yYWZhbGUv0gEA?oc=5
6;Πότε έρχονται τα πρώτα έξι Rafale στην Ελλάδα - Άμυνα | News 24/7;News247.gr;https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3Lm5ld3MyNDcuZ3IvYW15bmEvcG90ZS1lcmNob250YWktdGEtcHJvdGEtZXhpLXJhZmFsZS1zdGluLWVsbGFkYS45MDgzMTc0Lmh0bWzSAVxodHRwczovL3d3dy5uZXdzMjQ3LmdyL2FteW5hL3BvdGUtZXJjaG9udGFpLXRhLXByb3RhLWV4aS1yYWZhbGUtc3Rpbi1lbGxhZGEuOTA4MzE3NC5hbXAuaHRtbA?oc=5
7;Τον έπιασαν με δυο κιλά κοκαΐνη στη Νέα Σμύρνη (pics);NewsIT;https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3Lm5ld3NpdC5nci9lZ2tsaG1hL3Rvbi1lcGlhc2FuLW1lLWR5by1raWxhLWtva2Fpbmktc3RpLW5lYS1zbXlybmktcGljcy8zMTgzNzEwL9IBXmh0dHBzOi8vd3d3Lm5ld3NpdC5nci9lZ2tsaG1hL3Rvbi1lcGlhc2FuLW1lLWR5by1raWxhLWtva2Fpbmktc3RpLW5lYS1zbXlybmktcGljcy8zMTgzNzEwL2FtcC8?oc=5
7;Συνελήφθη 29χρονος με πάνω από δύο κιλά κοκαΐνη στη Νέα Σμύρνη;Documento;https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmRvY3VtZW50b25ld3MuZ3IvYXJ0aWNsZS9zeW5lbGhmdGhoLTI5eHJvbm9zLW1lLXBhbnctYXBvLWR5by1raWxhLWtva2Fpbmgtc3RoLW5lYS1zbXlybmjSAWhodHRwczovL3d3dy5kb2N1bWVudG9uZXdzLmdyL2FtcC9hcnRpY2xlL3N5bmVsaGZ0aGgtMjl4cm9ub3MtbWUtcGFudy1hcG8tZHlvLWtpbGEta29rYWluaC1zdGgtbmVhLXNteXJuaA?oc=5
8;«Ο Ερντογάν είναι ο πιο εθνικιστής ηγέτης της σύγχρονης Τουρκίας»;in.gr;https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmluLmdyLzIwMjAvMTIvMTcvcGx1cy9pbnRlcnZpZXdzL28tZXJudG9nYW4tZWluYWktby1waW8tZXRobmlraXN0aXMtaWdldGlzLXRpcy1zeWd4cm9uaXMtdG91cmtpYXMv0gFyaHR0cHM6Ly93d3cuaW4uZ3IvMjAyMC8xMi8xNy9wbHVzL2ludGVydmlld3Mvby1lcm50b2dhbi1laW5haS1vLXBpby1ldGhuaWtpc3Rpcy1pZ2V0aXMtdGlzLXN5Z3hyb25pcy10b3Vya2lhcy9hbXAv?oc=5
8;Ερντογάν: Επίθεση εναντίον της τουρκικής κυριαρχίας οι αμερικανικές κυρώσεις | Η ΚΑΘΗΜΕΡΙΝΗ;Η Καθημερινή;https://news.google.com/__i/rss/rd/articles/CBMifWh0dHBzOi8vd3d3LmthdGhpbWVyaW5pLmdyL3dvcmxkLzU2MTE5NzU0NS9lcm50b2dhbi1lY2h0aHJpa2ktc3Rhc2kta2F0YS10aXMtdG95cmtpa2lzLWt5cmlhcmNoaWFzLXRpcy1hbWVyaWthbmlrZXMta3lyb3NlaXMv0gEA?oc=5
8;Foreign Policy: Να πώς πρέπει να αντιμετωπίσει ο Μπάιντεν την Τουρκία του Ερντογάν;iefimerida;https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LmllZmltZXJpZGEuZ3Iva29zbW9zL3N0YXNpLW1wYWludGVuLWVuYW50aS10b3lya2lhcy1lcm50b2dhbi1mb3JlaWduLXBvbGljedIBW2h0dHBzOi8vd3d3LmllZmltZXJpZGEuZ3Iva29zbW9zL3N0YXNpLW1wYWludGVuLWVuYW50aS10b3lya2lhcy1lcm50b2dhbi1mb3JlaWduLXBvbGljeT9hbXA?oc=5
8;Τσαβούσογλου : Δεν κάνουμε πίσω για τους S-400 – Τι όρους θέτει για την εξομάλυνση των σχέσεων με τις ΗΠ;in.gr;https://news.google.com/__i/rss/rd/articles/CBMiiAFodHRwczovL3d3dy5pbi5nci8yMDIwLzEyLzE3L3dvcmxkL3RzYXZvdXNvZ2xvdS1kZW4ta2Fub3VtZS1waXNvLWdpYS10b3VzLXMtNDAwLXRpLW9yb3VzLXRoZXRlaS1naWEtdGluLWVrc29tYWx5bnNpLXRvbi1zeGVzZW9uLXRpcy1pcGEv0gGMAWh0dHBzOi8vd3d3LmluLmdyLzIwMjAvMTIvMTcvd29ybGQvdHNhdm91c29nbG91LWRlbi1rYW5vdW1lLXBpc28tZ2lhLXRvdXMtcy00MDAtdGktb3JvdXMtdGhldGVpLWdpYS10aW4tZWtzb21hbHluc2ktdG9uLXN4ZXNlb24tdGlzLWlwYS9hbXAv?oc=5
8;Μόσχα κατά Ουάσιγκτον για τις κυρώσεις στην Άγκυρα | Η ΚΑΘΗΜΕΡΙΝΗ;Η Καθημερινή;https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmthdGhpbWVyaW5pLmdyL3dvcmxkLzU2MTE5Nzk0MS9tb3NjaGEta2F0YS1veWFzaWdrdG9uLWdpYS10aXMta3lyb3NlaXMtc3Rpbi1hZ2t5cmEv0gEA?oc=5
9;Κορωνοϊός - Σουηδία: Υπό ακραία πίεση το σύστημα υγείας - «Αποτύχαμε», λέει ο βασιλιάς της χώρας;Πρώτο Θέμα;https://news.google.com/__i/rss/rd/articles/CBMiiQFodHRwczovL3d3dy5wcm90b3RoZW1hLmdyL3dvcmxkL2FydGljbGUvMTA3NTkxMy9rb3Jvbm9pb3Mtc291aWRpYS11cG8tYWtyYWlhLXBpZXNpLXRvLXN1c3RpbWEtdWdlaWFzLWFwb3R1aGFtZS1sZWVpLW8tdmFzaWxpYXMtdGlzLWhvcmFzL9IBjQFodHRwczovL3d3dy5wcm90b3RoZW1hLmdyL3dvcmxkL2FydGljbGUvMTA3NTkxMy9rb3Jvbm9pb3Mtc291aWRpYS11cG8tYWtyYWlhLXBpZXNpLXRvLXN1c3RpbWEtdWdlaWFzLWFwb3R1aGFtZS1sZWVpLW8tdmFzaWxpYXMtdGlzLWhvcmFzL0FNUC8?oc=5
